CustomerID,total_revenue,total_orders,total_items,first_purchase,last_purchase,country,days_since_last_purchase,avg_order_value
14808.0,2718.6,8,2120,2011-06-20 12:53:00,2011-10-31 12:21:00,United Kingdom,39,339.825
14810.0,2085.33,11,1015,2010-12-05 12:08:00,2011-10-30 11:19:00,United Kingdom,40,189.57545454545453
14813.0,152.88,2,66,2010-12-05 11:54:00,2010-12-05 11:57:00,United Kingdom,369,76.44
14815.0,778.5,2,744,2011-10-03 11:36:00,2011-11-03 11:36:00,United Kingdom,36,389.25
14816.0,271.85,1,5,2011-05-26 13:16:00,2011-05-26 13:16:00,United Kingdom,196,271.85
14817.0,1110.34,2,655,2011-03-07 13:51:00,2011-05-23 13:35:00,United Kingdom,199,555.17
14818.0,657.8,3,324,2011-03-31 12:28:00,2011-09-27 11:01:00,United Kingdom,73,219.26666666666665
14819.0,272.07,2,109,2011-05-31 13:50:00,2011-10-06 13:41:00,United Kingdom,63,136.035
14820.0,507.29,4,253,2011-06-19 14:56:00,2011-11-18 15:41:00,United Kingdom,20,126.8225
14821.0,48.800000000000004,1,20,2010-12-08 08:43:00,2010-12-08 08:43:00,United Kingdom,366,48.800000000000004
14823.0,321.43,3,88,2011-05-29 12:48:00,2011-06-12 13:12:00,United Kingdom,179,107.14333333333333
14824.0,1127.71,4,525,2011-09-09 14:12:00,2011-11-29 14:20:00,United Kingdom,9,281.9275
14825.0,2221.01,12,989,2010-12-06 12:30:00,2011-12-06 11:38:00,United Kingdom,3,185.08416666666668
14828.0,2139.76,3,2172,2011-01-07 09:50:00,2011-05-27 10:16:00,United Kingdom,196,713.2533333333334
14829.0,697.55,4,452,2010-12-02 16:12:00,2011-11-10 16:16:00,United Kingdom,28,174.3875
14830.0,188.88,1,164,2011-10-17 14:29:00,2011-10-17 14:29:00,United Kingdom,52,188.88
14834.0,1720.3,6,734,2011-04-13 15:00:00,2011-11-22 10:30:00,United Kingdom,17,286.71666666666664
14836.0,102.44999999999999,3,45,2011-11-09 13:26:00,2011-11-29 16:45:00,United Kingdom,9,34.15
14837.0,1649.5,4,1436,2011-05-22 12:49:00,2011-09-11 10:58:00,United Kingdom,89,412.375
14840.0,62.85,1,31,2011-03-17 12:00:00,2011-03-17 12:00:00,United Kingdom,267,62.85
14841.0,3295.76,6,1778,2010-12-16 10:28:00,2011-10-17 15:03:00,United Kingdom,52,549.2933333333334
14842.0,2824.69,4,1166,2011-02-04 15:32:00,2011-10-27 12:37:00,United Kingdom,43,706.1725
14844.0,3189.81,4,1833,2011-04-12 13:10:00,2011-10-07 10:41:00,United Kingdom,63,797.4525
14847.0,309.4,1,120,2011-07-14 10:52:00,2011-07-14 10:52:00,United Kingdom,148,309.4
14849.0,7930.54,25,5694,2010-12-01 12:22:00,2011-11-18 10:58:00,United Kingdom,21,317.2216
14850.0,325.75,1,293,2011-02-01 11:21:00,2011-02-01 11:21:00,United Kingdom,311,325.75
14851.0,511.35,2,325,2011-03-28 14:59:00,2011-11-16 14:20:00,United Kingdom,22,255.675
14852.0,2836.69,6,1747,2011-04-01 13:22:00,2011-10-12 13:20:00,United Kingdom,57,472.7816666666667
14853.0,475.8,2,82,2011-05-12 15:17:00,2011-11-15 16:56:00,United Kingdom,23,237.9
14854.0,2740.03,7,1820,2011-03-10 12:22:00,2011-09-22 17:00:00,United Kingdom,77,391.4328571428572
14855.0,645.65,2,267,2011-07-28 12:06:00,2011-08-12 14:02:00,United Kingdom,118,322.825
14856.0,1290.53,3,711,2011-10-14 09:35:00,2011-11-03 14:53:00,United Kingdom,35,430.1766666666667
14857.0,1173.12,2,464,2011-07-14 15:03:00,2011-10-11 09:23:00,United Kingdom,59,586.56
14859.0,1353.74,4,671,2011-05-19 14:42:00,2011-11-27 11:18:00,United Kingdom,12,338.435
14860.0,170.32,1,232,2011-11-20 14:17:00,2011-11-20 14:17:00,United Kingdom,18,170.32
14861.0,125.79,1,117,2011-10-18 12:54:00,2011-10-18 12:54:00,United Kingdom,51,125.79
14862.0,841.1999999999999,2,772,2011-07-14 11:20:00,2011-11-14 10:01:00,United Kingdom,25,420.59999999999997
14863.0,266.76,1,132,2011-11-10 15:04:00,2011-11-10 15:04:00,United Kingdom,28,266.76
14865.0,52.2,2,108,2010-12-02 18:23:00,2011-12-02 16:25:00,United Kingdom,6,26.1
14866.0,14389.9,12,6752,2010-12-08 14:58:00,2011-11-29 11:45:00,United Kingdom,10,1199.1583333333333
14867.0,710.28,3,328,2011-01-07 16:34:00,2011-06-07 11:39:00,United Kingdom,185,236.76
14868.0,2953.59,8,1405,2011-04-20 13:36:00,2011-12-06 14:49:00,United Kingdom,2,369.19875
14869.0,721.45,2,549,2011-08-28 16:09:00,2011-12-01 12:36:00,United Kingdom,8,360.725
14870.0,327.25,1,119,2011-03-23 10:51:00,2011-03-23 10:51:00,United Kingdom,261,327.25
14871.0,501.28000000000003,4,179,2010-12-14 12:18:00,2011-12-06 13:42:00,United Kingdom,2,125.32000000000001
14873.0,519.68,1,168,2011-05-13 13:52:00,2011-05-13 13:52:00,United Kingdom,209,519.68
14875.0,1465.3200000000002,2,558,2011-03-22 11:53:00,2011-08-24 12:20:00,United Kingdom,107,732.6600000000001
14878.0,1476.09,9,799,2010-12-16 12:11:00,2011-11-27 11:15:00,United Kingdom,12,164.01
14880.0,690.59,3,365,2011-02-24 12:27:00,2011-09-23 13:42:00,United Kingdom,76,230.1966666666667
14881.0,255.4,1,316,2011-11-20 11:06:00,2011-11-20 11:06:00,United Kingdom,19,255.4
14882.0,589.7,2,158,2011-11-06 10:15:00,2011-11-13 12:47:00,United Kingdom,26,294.85
14883.0,761.59,6,790,2011-05-12 09:49:00,2011-11-21 10:23:00,United Kingdom,18,126.93166666666667
14885.0,765.3199999999999,1,724,2011-07-31 12:05:00,2011-07-31 12:05:00,United Kingdom,131,765.3199999999999
14886.0,364.8,1,160,2011-04-01 08:56:00,2011-04-01 08:56:00,United Kingdom,252,364.8
14887.0,1862.0,1,1100,2011-09-21 15:32:00,2011-09-21 15:32:00,United Kingdom,78,1862.0
14888.0,369.2,1,184,2011-05-16 14:58:00,2011-05-16 14:58:00,United Kingdom,206,369.2
14889.0,135.9,1,90,2011-01-07 15:19:00,2011-01-07 15:19:00,United Kingdom,335,135.9
14890.0,125.65,1,51,2011-03-31 11:57:00,2011-03-31 11:57:00,United Kingdom,253,125.65
14891.0,554.38,2,505,2011-06-05 10:58:00,2011-07-14 18:08:00,United Kingdom,147,277.19
14893.0,1237.8500000000001,2,799,2011-11-28 10:49:00,2011-11-30 12:31:00,United Kingdom,9,618.9250000000001
14894.0,655.75,1,265,2011-09-15 13:51:00,2011-09-15 13:51:00,United Kingdom,84,655.75
14895.0,11138.710000000001,20,4851,2011-02-22 13:08:00,2011-12-02 09:23:00,United Kingdom,7,556.9355
14896.0,468.77000000000004,2,279,2010-12-09 12:24:00,2011-05-19 10:20:00,United Kingdom,204,234.38500000000002
14897.0,1366.38,4,468,2011-02-16 08:37:00,2011-12-02 10:32:00,United Kingdom,7,341.595
14898.0,1269.31,6,1001,2010-12-03 15:25:00,2011-11-16 14:54:00,United Kingdom,22,211.55166666666665
14901.0,1421.29,9,661,2010-12-02 11:20:00,2011-11-28 17:09:00,United Kingdom,10,157.92111111111112
14902.0,332.66,1,218,2011-11-14 10:34:00,2011-11-14 10:34:00,United Kingdom,25,332.66
14903.0,2795.33,5,1531,2011-03-06 11:50:00,2011-11-18 16:07:00,United Kingdom,20,559.066
14904.0,1025.44,2,1985,2011-11-14 09:13:00,2011-12-07 12:55:00,United Kingdom,1,512.72
14905.0,616.15,2,287,2011-04-20 10:48:00,2011-07-05 12:41:00,United Kingdom,157,308.075
14907.0,3501.1,7,1691,2010-12-07 10:14:00,2011-12-06 14:14:00,United Kingdom,2,500.15714285714284
14908.0,277.8,1,132,2011-09-26 12:56:00,2011-09-26 12:56:00,United Kingdom,73,277.8
14910.0,434.35,4,238,2011-10-16 11:06:00,2011-12-07 10:06:00,United Kingdom,2,108.5875
14911.0,143711.17,201,80240,2010-12-01 14:05:00,2011-12-08 15:54:00,EIRE,0,714.980945273632
14912.0,867.85,2,971,2011-04-07 11:06:00,2011-11-23 09:20:00,Italy,16,433.925
14913.0,1227.43,4,1743,2010-12-15 14:35:00,2011-11-04 08:29:00,United Kingdom,35,306.8575
14915.0,307.48,2,112,2011-03-07 09:39:00,2011-09-09 13:34:00,United Kingdom,90,153.74
14916.0,1268.98,4,1136,2011-01-19 15:30:00,2011-09-30 09:20:00,United Kingdom,70,317.245
14918.0,1610.15,2,675,2011-07-08 12:50:00,2011-08-16 11:50:00,United Kingdom,115,805.075
14920.0,977.77,2,509,2011-05-11 10:31:00,2011-05-11 10:32:00,United Kingdom,212,488.885
14921.0,1316.07,2,953,2011-05-22 12:51:00,2011-11-09 13:17:00,United Kingdom,29,658.035
14923.0,749.1,1,418,2011-10-20 11:51:00,2011-10-20 11:51:00,United Kingdom,50,749.1
14924.0,310.05,1,64,2011-04-08 09:25:00,2011-04-08 09:25:00,United Kingdom,245,310.05
14929.0,223.88,1,136,2011-11-07 17:21:00,2011-11-07 17:21:00,United Kingdom,31,223.88
14930.0,2362.96,3,1160,2011-03-10 14:42:00,2011-08-23 10:31:00,Channel Islands,108,787.6533333333333
14931.0,1257.68,5,417,2011-04-13 09:32:00,2011-12-05 10:19:00,Channel Islands,4,251.536
14932.0,363.53,1,80,2010-12-09 11:48:00,2010-12-09 11:48:00,Channel Islands,365,363.53
14934.0,1890.94,2,1042,2011-03-02 11:48:00,2011-09-19 10:10:00,Channel Islands,81,945.47
14935.0,1784.71,1,935,2011-02-15 14:44:00,2011-02-15 14:44:00,Channel Islands,296,1784.71
14936.0,8137.02,8,4085,2011-03-09 11:53:00,2011-11-06 10:30:00,Channel Islands,33,1017.1275
14937.0,1621.88,3,484,2011-08-01 14:16:00,2011-10-14 12:29:00,Channel Islands,56,540.6266666666667
14944.0,5900.25,12,2815,2011-02-16 12:47:00,2011-11-10 09:10:00,United Kingdom,29,491.6875
14946.0,100.9,1,22,2011-11-25 13:33:00,2011-11-25 13:33:00,United Kingdom,13,100.9
14947.0,290.82,2,179,2011-08-01 09:31:00,2011-09-28 15:48:00,United Kingdom,71,145.41
14948.0,1101.97,6,673,2011-05-04 14:52:00,2011-11-16 17:16:00,United Kingdom,22,183.66166666666666
14950.0,371.2,1,136,2011-11-20 13:48:00,2011-11-20 13:48:00,United Kingdom,18,371.2
14951.0,311.69,1,311,2011-09-21 15:15:00,2011-09-21 15:15:00,United Kingdom,78,311.69
14952.0,8099.49,11,3355,2010-12-10 12:48:00,2011-10-11 10:33:00,United Kingdom,59,736.3172727272727
14953.0,285.67,1,224,2011-11-14 14:59:00,2011-11-14 14:59:00,United Kingdom,24,285.67
14954.0,294.85,1,117,2011-11-27 14:30:00,2011-11-27 14:30:00,United Kingdom,11,294.85
14957.0,58.49,1,34,2011-03-31 17:59:00,2011-03-31 17:59:00,United Kingdom,252,58.49
14958.0,483.72999999999996,3,128,2011-04-08 11:28:00,2011-07-15 14:20:00,United Kingdom,146,161.2433333333333
14959.0,695.42,4,494,2011-02-16 13:00:00,2011-10-06 18:23:00,United Kingdom,63,173.855
14960.0,221.27,2,221,2011-06-21 13:38:00,2011-12-01 12:54:00,United Kingdom,7,110.635
14961.0,7044.68,9,3708,2010-12-14 11:38:00,2011-11-29 09:42:00,United Kingdom,10,782.7422222222223
14962.0,126.7,1,44,2011-03-14 09:42:00,2011-03-14 09:42:00,United Kingdom,270,126.7
14963.0,1472.34,5,1159,2011-06-09 12:30:00,2011-11-30 12:16:00,United Kingdom,9,294.46799999999996
14964.0,206.21,1,143,2011-04-06 14:13:00,2011-04-06 14:13:00,United Kingdom,246,206.21
14965.0,596.09,2,363,2011-09-04 13:15:00,2011-09-04 13:20:00,United Kingdom,95,298.045
14966.0,183.02,1,179,2011-11-25 12:20:00,2011-11-25 12:20:00,United Kingdom,14,183.02
14967.0,463.8,1,140,2011-10-21 11:06:00,2011-10-21 11:06:00,United Kingdom,49,463.8
14968.0,147.59,1,127,2011-11-09 13:58:00,2011-11-09 13:58:00,United Kingdom,29,147.59
14970.0,1592.06,4,250,2011-01-27 12:23:00,2011-10-02 13:44:00,United Kingdom,67,398.015
14971.0,1097.98,3,639,2011-10-27 13:33:00,2011-11-04 17:07:00,United Kingdom,34,365.99333333333334
14972.0,114.77,1,28,2011-08-03 14:54:00,2011-08-03 14:54:00,United Kingdom,127,114.77
14973.0,1314.45,3,369,2011-04-28 12:22:00,2011-08-24 15:51:00,United Kingdom,106,438.15000000000003
14974.0,89.94,1,37,2011-11-02 13:01:00,2011-11-02 13:01:00,United Kingdom,36,89.94
14975.0,279.94,1,380,2011-10-13 14:08:00,2011-10-13 14:08:00,United Kingdom,56,279.94
14976.0,790.86,7,234,2011-01-17 11:09:00,2011-10-13 16:37:00,United Kingdom,56,112.98
14978.0,1921.3700000000001,5,523,2011-01-13 12:03:00,2011-09-28 13:07:00,United Kingdom,71,384.274
14981.0,102.12,1,97,2011-04-07 13:45:00,2011-04-07 13:45:00,United Kingdom,245,102.12
14984.0,202.37,2,58,2011-06-12 11:04:00,2011-11-20 14:28:00,United Kingdom,18,101.185
14985.0,292.01,2,256,2010-12-16 19:51:00,2011-05-25 14:29:00,United Kingdom,197,146.005
14987.0,326.4,2,128,2010-12-09 12:13:00,2011-11-24 09:59:00,United Kingdom,15,163.2
14988.0,334.54,1,141,2011-05-12 12:05:00,2011-05-12 12:05:00,United Kingdom,211,334.54
14995.0,231.98000000000002,2,102,2011-03-04 13:14:00,2011-11-01 11:39:00,United Kingdom,38,115.99000000000001
14997.0,546.1999999999999,3,1120,2011-06-14 16:52:00,2011-10-24 13:28:00,United Kingdom,45,182.06666666666663
14998.0,414.87,2,258,2011-04-12 16:28:00,2011-06-22 17:30:00,United Kingdom,169,207.435
15000.0,490.52,1,218,2011-10-23 11:42:00,2011-10-23 11:42:00,United Kingdom,47,490.52
15002.0,1641.76,4,862,2010-12-07 13:16:00,2011-08-16 10:44:00,United Kingdom,115,410.44
15004.0,1220.77,1,623,2011-07-15 14:05:00,2011-07-15 14:05:00,United Kingdom,146,1220.77
15005.0,6295.37,28,4230,2010-12-08 14:36:00,2011-11-24 12:25:00,United Kingdom,15,224.83464285714285
15006.0,480.38,1,286,2011-10-19 15:08:00,2011-10-19 15:08:00,United Kingdom,50,480.38
15007.0,156.91,1,69,2011-07-03 16:00:00,2011-07-03 16:00:00,United Kingdom,158,156.91
15009.0,1259.43,3,639,2011-11-14 17:40:00,2011-11-27 13:35:00,United Kingdom,11,419.81
15010.0,308.94,1,184,2011-11-04 12:42:00,2011-11-04 12:42:00,United Kingdom,35,308.94
15012.0,405.04,2,225,2010-12-01 12:49:00,2011-10-17 12:22:00,United Kingdom,53,202.52
15014.0,257.67,2,149,2011-06-16 19:40:00,2011-10-27 20:07:00,United Kingdom,42,128.835
15016.0,170.04,1,76,2011-06-20 12:06:00,2011-06-20 12:06:00,United Kingdom,172,170.04
15017.0,125.58,1,63,2011-11-06 10:33:00,2011-11-06 10:33:00,United Kingdom,33,125.58
15018.0,496.21000000000004,3,189,2010-12-07 10:47:00,2011-11-01 12:47:00,United Kingdom,38,165.40333333333334
15019.0,252.81,1,150,2011-03-18 12:35:00,2011-03-18 12:35:00,United Kingdom,266,252.81
15021.0,1871.77,9,819,2010-12-08 12:17:00,2011-12-01 11:53:00,United Kingdom,8,207.97444444444443
15022.0,852.39,4,527,2011-10-23 15:47:00,2011-11-28 12:35:00,United Kingdom,11,213.0975
15023.0,6720.41,11,2827,2010-12-05 13:49:00,2011-12-06 17:23:00,United Kingdom,2,610.9463636363636
15024.0,1636.43,10,902,2010-12-07 13:20:00,2011-11-30 12:06:00,United Kingdom,9,163.643
15025.0,361.96,1,184,2011-11-06 15:20:00,2011-11-06 15:20:00,United Kingdom,32,361.96
15026.0,469.0,3,285,2011-03-07 13:45:00,2011-09-20 13:52:00,United Kingdom,79,156.33333333333334
15027.0,1066.1499999999999,4,565,2011-04-15 14:14:00,2011-11-09 10:16:00,United Kingdom,30,266.53749999999997
15028.0,627.13,4,459,2010-12-06 12:47:00,2011-12-01 14:06:00,United Kingdom,7,156.7825
15030.0,518.28,2,372,2011-03-16 15:34:00,2011-09-29 10:50:00,United Kingdom,71,259.14
15031.0,653.19,4,400,2011-03-02 14:46:00,2011-12-05 14:19:00,United Kingdom,3,163.2975
15032.0,4959.1,3,2968,2010-12-08 12:57:00,2011-03-28 15:03:00,United Kingdom,255,1653.0333333333335
15033.0,2557.18,10,1672,2011-01-14 13:28:00,2011-12-05 12:40:00,United Kingdom,4,255.718
15034.0,4274.16,8,2413,2010-12-21 09:47:00,2011-11-24 12:11:00,United Kingdom,15,534.27
15035.0,252.73000000000002,1,245,2011-09-11 11:08:00,2011-09-11 11:08:00,United Kingdom,89,252.73000000000002
15036.0,429.56,3,316,2011-06-13 12:19:00,2011-09-28 15:42:00,United Kingdom,71,143.18666666666667
15038.0,685.74,6,212,2010-12-05 10:54:00,2011-10-12 11:33:00,United Kingdom,58,114.29
15039.0,19766.59,47,9131,2010-12-06 11:26:00,2011-11-30 11:31:00,United Kingdom,9,420.5657446808511
15041.0,179.93,1,103,2011-06-22 16:16:00,2011-06-22 16:16:00,United Kingdom,169,179.93
15042.0,135.93,1,30,2011-05-24 16:25:00,2011-05-24 16:25:00,United Kingdom,198,135.93
15043.0,537.0,1,300,2011-11-08 14:26:00,2011-11-08 14:26:00,United Kingdom,30,537.0
15044.0,7634.7300000000005,17,2785,2010-12-12 14:27:00,2011-11-20 13:20:00,United Kingdom,18,449.1017647058824
15045.0,735.66,2,114,2011-03-27 11:44:00,2011-07-11 11:33:00,United Kingdom,151,367.83
15046.0,5090.42,15,3372,2011-01-05 15:30:00,2011-11-30 15:50:00,United Kingdom,8,339.36133333333333
15047.0,343.62,1,222,2011-03-15 10:49:00,2011-03-15 10:49:00,United Kingdom,269,343.62
15048.0,381.0,4,192,2010-12-06 12:15:00,2011-10-05 14:55:00,United Kingdom,64,95.25
15049.0,121.17000000000002,1,63,2011-03-11 12:13:00,2011-03-11 12:13:00,United Kingdom,273,121.17000000000002
15050.0,1737.69,3,1216,2011-09-29 13:22:00,2011-11-14 16:17:00,United Kingdom,24,579.23
15051.0,1383.3600000000001,3,1010,2011-07-12 15:29:00,2011-11-16 15:38:00,United Kingdom,22,461.12000000000006
15052.0,207.73000000000002,1,79,2011-01-24 15:52:00,2011-01-24 15:52:00,United Kingdom,318,207.73000000000002
15053.0,693.95,3,984,2011-03-03 12:06:00,2011-12-05 12:08:00,United Kingdom,4,231.3166666666667
15054.0,302.1,2,198,2011-10-30 14:33:00,2011-11-27 15:02:00,United Kingdom,11,151.05
15057.0,1489.5,2,668,2011-01-28 09:09:00,2011-03-09 15:17:00,United Kingdom,274,744.75
15058.0,2102.54,11,1054,2011-01-31 15:35:00,2011-11-14 14:57:00,United Kingdom,24,191.14
15059.0,1337.72,9,604,2011-01-09 11:54:00,2011-10-30 11:35:00,United Kingdom,40,148.63555555555556
15060.0,294.25,4,257,2011-11-30 14:03:00,2011-12-01 13:47:00,United Kingdom,7,73.5625
15061.0,54534.14,48,28920,2010-12-02 15:19:00,2011-12-06 12:06:00,United Kingdom,3,1136.1279166666666
15062.0,987.86,4,763,2010-12-15 15:37:00,2011-09-29 16:51:00,United Kingdom,70,246.965
15063.0,370.79999999999995,1,56,2011-05-10 13:25:00,2011-05-10 13:25:00,United Kingdom,212,370.79999999999995
15065.0,3158.13,4,1383,2011-02-21 12:54:00,2011-11-02 09:45:00,United Kingdom,37,789.5325
15066.0,893.59,1,317,2011-10-17 13:25:00,2011-10-17 13:25:00,United Kingdom,52,893.59
15067.0,1744.76,3,954,2011-03-02 12:10:00,2011-09-22 13:20:00,United Kingdom,77,581.5866666666667
15068.0,553.36,2,364,2011-03-28 14:27:00,2011-10-24 14:47:00,United Kingdom,45,276.68
15069.0,1109.53,1,520,2011-06-13 14:16:00,2011-06-13 14:16:00,United Kingdom,178,1109.53
15070.0,106.2,1,36,2010-12-02 11:23:00,2010-12-02 11:23:00,United Kingdom,372,106.2
15071.0,982.07,2,269,2011-03-09 10:19:00,2011-09-07 11:43:00,United Kingdom,93,491.035
15073.0,1043.41,3,491,2011-06-06 09:59:00,2011-11-30 10:44:00,United Kingdom,9,347.80333333333334
15074.0,735.67,1,431,2011-08-26 14:45:00,2011-08-26 14:45:00,United Kingdom,104,735.67
15075.0,773.03,1,447,2011-09-23 12:27:00,2011-09-23 12:27:00,United Kingdom,77,773.03
15076.0,880.85,1,571,2011-06-20 08:23:00,2011-06-20 08:23:00,United Kingdom,172,880.85
15078.0,9743.11,32,5105,2010-12-06 12:38:00,2011-12-02 15:41:00,United Kingdom,6,304.4721875
15079.0,895.61,4,389,2010-12-09 09:25:00,2011-05-11 12:45:00,United Kingdom,212,223.9025
15081.0,504.8,5,190,2010-12-07 16:20:00,2011-11-17 17:08:00,United Kingdom,21,100.96000000000001
15083.0,88.2,1,38,2011-03-28 12:18:00,2011-03-28 12:18:00,United Kingdom,256,88.2
15087.0,306.94,1,470,2011-03-03 10:34:00,2011-03-03 10:34:00,United Kingdom,281,306.94
15088.0,1160.07,2,460,2011-10-03 14:05:00,2011-11-18 13:14:00,United Kingdom,20,580.035
15089.0,2420.84,6,1359,2011-08-03 14:14:00,2011-11-29 16:31:00,United Kingdom,9,403.47333333333336
15090.0,381.32,1,208,2011-02-04 14:03:00,2011-02-04 14:03:00,United Kingdom,307,381.32
15091.0,480.71,1,346,2011-10-03 12:47:00,2011-10-03 12:47:00,United Kingdom,67,480.71
15092.0,457.81,2,135,2011-03-01 12:24:00,2011-05-08 14:10:00,United Kingdom,214,228.905
15093.0,4597.02,6,3760,2010-12-02 18:25:00,2011-11-21 13:09:00,United Kingdom,17,766.1700000000001
15095.0,1370.6,4,1079,2011-05-20 14:27:00,2011-08-28 12:01:00,United Kingdom,103,342.65
15096.0,219.39000000000001,1,120,2011-10-28 10:27:00,2011-10-28 10:27:00,United Kingdom,42,219.39000000000001
15097.0,248.08,1,170,2011-12-05 14:03:00,2011-12-05 14:03:00,United Kingdom,3,248.08
15098.0,39916.5,3,121,2011-06-10 15:22:00,2011-06-10 15:33:00,United Kingdom,181,13305.5
15099.0,410.48,1,343,2011-09-16 13:13:00,2011-09-16 13:13:00,United Kingdom,83,410.48
15100.0,876.0,3,80,2010-12-01 09:09:00,2011-01-10 10:35:00,United Kingdom,333,292.0
15101.0,317.53,2,241,2010-12-15 12:54:00,2011-12-01 10:18:00,United Kingdom,8,158.765
15103.0,703.36,2,329,2011-09-14 13:54:00,2011-11-08 14:53:00,United Kingdom,30,351.68
15104.0,993.54,2,635,2011-03-02 14:16:00,2011-05-27 12:29:00,United Kingdom,196,496.77
15105.0,2298.93,7,1211,2011-07-28 10:09:00,2011-11-21 16:54:00,United Kingdom,17,328.4185714285714
15106.0,1422.52,5,1181,2011-03-15 12:52:00,2011-11-22 09:16:00,United Kingdom,17,284.504
15107.0,319.5,6,169,2010-12-02 13:45:00,2011-02-01 14:46:00,United Kingdom,310,53.25
15108.0,1300.25,4,499,2011-04-26 10:54:00,2011-07-21 10:24:00,European Community,141,325.0625
15109.0,484.95,1,131,2011-04-08 09:58:00,2011-04-08 09:58:00,United Kingdom,245,484.95
15110.0,996.1,4,246,2011-01-25 11:41:00,2011-11-16 11:16:00,United Kingdom,23,249.025
15111.0,1567.48,3,710,2010-12-02 11:45:00,2011-11-10 16:58:00,United Kingdom,28,522.4933333333333
15113.0,3509.43,3,2344,2011-10-16 15:27:00,2011-11-30 08:23:00,United Kingdom,9,1169.81
15114.0,2760.56,10,3096,2011-02-11 08:45:00,2011-11-09 15:05:00,United Kingdom,29,276.056
15115.0,340.11,1,157,2011-11-21 14:59:00,2011-11-21 14:59:00,United Kingdom,17,340.11
15116.0,1352.75,4,648,2011-05-19 08:50:00,2011-11-22 12:25:00,United Kingdom,17,338.1875
15117.0,1551.78,5,1948,2011-05-08 12:38:00,2011-11-25 08:12:00,United Kingdom,14,310.356
15118.0,244.8,1,1440,2011-07-28 14:54:00,2011-07-28 14:54:00,United Kingdom,133,244.8
15119.0,266.4,1,88,2011-04-08 09:08:00,2011-04-08 09:08:00,United Kingdom,245,266.4
15120.0,358.82,1,296,2011-07-29 09:48:00,2011-07-29 09:48:00,United Kingdom,133,358.82
15121.0,457.72,2,199,2011-02-24 12:41:00,2011-10-20 14:51:00,United Kingdom,49,228.86
15122.0,1633.78,3,800,2011-02-15 09:59:00,2011-08-17 16:48:00,United Kingdom,113,544.5933333333334
15123.0,2199.31,2,1195,2011-05-17 14:57:00,2011-12-02 13:12:00,United Kingdom,6,1099.655
15124.0,184.19,2,233,2011-06-01 09:06:00,2011-11-17 10:09:00,United Kingdom,22,92.095
15125.0,11528.48,15,6193,2011-03-14 09:59:00,2011-11-14 13:57:00,United Kingdom,24,768.5653333333333
15127.0,406.53,1,251,2011-10-05 10:30:00,2011-10-05 10:30:00,United Kingdom,65,406.53
15128.0,1471.0,4,1343,2011-05-04 12:32:00,2011-10-10 13:54:00,United Kingdom,59,367.75
15129.0,3447.4,11,1794,2011-02-21 09:09:00,2011-10-20 14:40:00,United Kingdom,49,313.40000000000003
15130.0,330.11,1,197,2011-06-23 10:15:00,2011-06-23 10:15:00,United Kingdom,169,330.11
15132.0,977.9300000000001,5,679,2011-03-22 12:02:00,2011-11-21 17:10:00,United Kingdom,17,195.586
15133.0,982.42,3,680,2011-02-11 10:38:00,2011-08-04 10:44:00,United Kingdom,127,327.4733333333333
15134.0,1387.99,8,887,2011-04-13 11:05:00,2011-11-25 08:55:00,United Kingdom,14,173.49875
15135.0,139.05,1,43,2011-04-14 19:16:00,2011-04-14 19:16:00,United Kingdom,238,139.05
15136.0,1286.7,4,776,2011-09-04 16:05:00,2011-12-07 12:26:00,United Kingdom,2,321.675
15139.0,178.96,2,208,2011-01-07 12:44:00,2011-04-14 11:39:00,United Kingdom,239,89.48
15140.0,2354.25,7,1572,2011-03-20 14:37:00,2011-10-18 14:07:00,United Kingdom,51,336.32142857142856
15142.0,498.74,1,365,2011-10-24 12:51:00,2011-10-24 12:51:00,United Kingdom,45,498.74
15143.0,259.45,1,150,2011-04-28 12:03:00,2011-04-28 12:03:00,United Kingdom,225,259.45
15144.0,6580.44,17,3050,2011-01-31 13:17:00,2011-12-01 15:12:00,United Kingdom,7,387.0847058823529
15145.0,1194.73,4,756,2011-04-05 15:20:00,2011-12-05 17:21:00,United Kingdom,3,298.6825
15146.0,1327.16,2,1473,2011-02-21 13:07:00,2011-06-28 12:09:00,United Kingdom,164,663.58
15147.0,623.5,1,366,2011-04-13 15:57:00,2011-04-13 15:57:00,United Kingdom,239,623.5
15148.0,301.29,1,187,2011-11-29 08:21:00,2011-11-29 08:21:00,United Kingdom,10,301.29
15149.0,520.8000000000001,1,128,2011-07-29 10:58:00,2011-07-29 10:58:00,United Kingdom,133,520.8000000000001
15150.0,5291.33,10,3642,2011-03-15 14:21:00,2011-11-22 12:52:00,United Kingdom,16,529.133
15152.0,4745.69,13,2704,2011-06-05 15:36:00,2011-11-30 12:32:00,United Kingdom,9,365.0530769230769
15153.0,329.25,1,198,2011-11-08 17:09:00,2011-11-08 17:09:00,United Kingdom,30,329.25
15154.0,254.28,1,89,2011-09-25 16:05:00,2011-09-25 16:05:00,United Kingdom,74,254.28
15156.0,961.49,3,597,2011-11-06 12:41:00,2011-12-08 18:22:00,United Kingdom,0,320.49666666666667
15157.0,1936.07,3,2392,2010-12-16 13:44:00,2011-12-06 11:28:00,United Kingdom,3,645.3566666666667
15158.0,401.40000000000003,1,198,2011-10-25 13:53:00,2011-10-25 13:53:00,United Kingdom,44,401.40000000000003
